Item,Quantidade,Unid.,Tipo Cota,Descrição,Vl. Unitário,Vl. Total
446,500,AMP,Reservada,BROMOPRIDA 05 MG/ML SOL. INJETAVEL - AMP. C/ 2 ML,,,
447,2500,COMP,Reservada,BROMOPRIDA 10 MG,,,
448,625,FRC,Reservada,BROMOPRIDA 4 MG/ML GTS COM 20 ML,,,
449,125,FRC,Reservada,"BUDESONIDA 32 MCG SUSPENSÃO NASAL 10 ML - C/ 120DOSES",,,
450,125,FRC,Reservada,"BUDESONIDA 50 MCG SUSPENSÃO NASAL COM 10 MLAQUOSO COM 120 DOSES",,,
451,250,CP,Reservada,BUPROPIONA 150MG,,,
452,2000,CP,Reservada,BUTILBROMETO DE ESCOPOLAMINA 10 MG,,,
453,3750,CP,Reservada,"BUTILBROMETO DE ESCOPOLAMINA 10 MG + DIPIRONASÓDICA 250 MG",,,
454,750,AMP,Reservada,"BUTILBROMETO DE ESCOPOLAMINA 20 MG + DIPIRONASÓDICA 2.500 MG INJETÁVEL - AMP. C/ 5 ML",,,
455,250,AMP,Reservada,"BUTILBROMETO DE ESCOPOLAMINA 20 MG/ML - SOL.INJETÁVEL C/ 1 ML",,,
456,100,FRC,Reservada,"CARBAMAZEPINA 2%  SUSPENSÃO ORAL 20 MG/ML - FR C/100 ML",,,
457,1250,COMP,Reservada,CARBAMAZEPINA 200MG,,,
458,1250,COMP,Reservada,CARBAMAZEPINA 400MG,,,
459,1500,COMP,Reservada,CARBONATO DE CALCIO 500MG,,,
460,2250,COMP,Reservada,CARBONATO DE CÁLCIO 600 + VITAMINA D 400 UI,,,
461,1500,COMP,Reservada,CARBONATO DE LÍTIO 300MG,,,
462,62,FRC,Reservada,"CARBOXIMETILCELULOSE SÓDICA 0,5%  SOLUÇÃOOFTÁLMICA- FR C/ 10 ML",,,
463,75,FRC,Reservada,"CARMELOSE SÓDICA;GLICEROL;HIALUNORATO DESÓDIO;ERITRITOL;ÁCIDO BÓRICO;BORATO DE SÓDIODECAHIDRATADO;CITRATO DE SÓDIODIIDRATADO;CLORETO DE POTÁSSIO;CLORETO DE CÁLCIODIIDRATADO;CLORETO DE MAGNÉSIOHEXAIDRATADO;PURITE SOLUÇÃO ESTÉRIL COM 15 ML",,,
464,5000,CP,Reservada,"CARVEDILOL 12,5 MG",,,
465,1500,COMP,Reservada,CARVEDILOL 25 MG,,,
466,2500,CP,Reservada,"CARVEDILOL 3,125MG",,,
467,6250,CP,Reservada,"CARVEDILOL 6,25 MG",,,
468,2500,CP,Reservada,CEFALEXINA 500 MG - CÁPSULA,,,
469,750,AMP,Reservada,"CEFTRIAXONA 1 G INJETÁVEL INTRAMUSCULARACOMPANHADO DE AMPOLA DE DILUENTE C/ 3,5 ML",,,
470,125,AMP,Reservada,"CEFTRIAXONA 1 G INJETÁVEL INTRAVENOSA COMDILUENTE DE 10ML",,,
471,750,AMP,Reservada,"CEFTRIAXONA 500 MG INJETÁVEL INTRAMUSCULAR COMDILUENTE 3,5 ML",,,
472,125,TB,Reservada,"CETOCONAZOL 20 MG, BETAMETASONA 0,5 MG CREME  -TUBO COM 30 G",,,
473,250,COMP,Reservada,CETOCONAZOL 200MG,,,
474,125,TB,Reservada,"CETOCONAZOL 20MG, DIPROPIONATO DE BETAMETASONA0,64MG, SULFATO DE NEOMICINA 2,5 MG CREME - TUBOCOM 30G",,,
475,75,TB,Reservada,CETOCONAZOL CREME DERMATOLÓGICO 20 MG - TB C/ 30G,,,
476,1250,COMP,Reservada,CETOPROFENO 100 MG,,,
477,250,AMP,Reservada,CETOPROFENO 100MG INTRAVENOSO - AMP. COM 2ML,,,
478,250,FRC,Reservada,CETOPROFENO 20 MG/ ML GOTAS C/ 20 ML,,,
479,1750,COMP,Reservada,CETOPROFENO 50 MG,,,
480,500,AMP,Reservada,CETOPROFENO 50 MG/ML INJETÁVEL - AMP. C/ 2ML,,,
481,3000,COMP,Reservada,CILOSTAZOL 100MG,,,
482,3000,COMP,Reservada,CILOSTAZOL 50MG,,,
483,500,AMP,Reservada,CIMETIDINA 150MG/ML INJETÁVEL AMP. COM 2 ML,,,
484,1250,COMP,Reservada,CIMETIDINA 200 MG,,,
485,1250,COMP,Reservada,CINARIZINA 25MG,,,
486,1250,COMP,Reservada,CINARIZINA 75MG,,,
487,3000,CP,Reservada,CITALOPRAN 20MG,,,
488,250,COMP,Reservada,CLARITROMICINA 500 MG - COMPRIMIDO REVESTIDO,,,
489,750,CP,Reservada,CLINDAMICINA 300 MG,,,
490,12500,COMP,Reservada,CLONAZEPAN 02MG,,,
491,750,FRC,Reservada,"CLONAZEPAN 2,5 MG GOTAS - FR C/ 20 ML",,,
492,250,CP,Reservada,"CLONIDINA 0,100MG",,,
493,75,TB,Reservada,"CLORANFENICOL, DESOXIRRIBONUCLEASE, FIBRINOLISINAPOMADA COM 30 GRS",,,
494,125,AMP,Reservada,"CLORETO DE POTÁSSIO 19,1 % AMP. C/ 10 ML",,,
495,625,CP,Reservada,CLORETO DE POTÁSSIO 600MG,,,
496,2500,AMP,Reservada,"CLORETO DE SODIO 0,9% - AMP. COM 10 ML",,,
497,1000,FRC,Reservada,"CLORETO DE SÓDIO 9MG/ML + CLORETO BENZALCÔNICOGOTAS SOL. NASAL - FR C/ 30 ML",,,
498,625,FRC,Reservada,"CLORIDRATO DE AMBROXOL 15 MG/5ML XAROPE INFANTIL- FRASCO COM 120ML + COPO MEDIDOR",,,
499,625,FRC,Reservada,"CLORIDRATO DE AMBROXOL 6 MG/ML  XAROPE ADULTO -FRASCO COM 120ML +  COPO MEDIDOR",,,
500,3000,CP,Reservada,CLORIDRATO DE AMIODARONA 100 MG,,,
501,12,AMP,Reservada,CLORIDRATO DE AMIODARONA 150 MG/ML - AMP. C/ 3 ML,,,
502,6000,COMP,Reservada,CLORIDRATO DE AMIODARONA 200 MG,,,
503,1000,CP,Reservada,CLORIDRATO DE CICLOBENZAPRINA 10 MG,,,
504,1500,COMP,Reservada,CLORIDRATO DE CICLOBENZAPRINA 5MG,,,
505,62,FRC,Reservada,"CLORIDRATO DE CIPROFLOXACINO 2 MG +HIDROCOSTISONA 10 MG - FRASCO COM  5 ML SOLUÇÃOOTOLÓGICA ACOMPANHADO DE CONTA GOTAS",,,
506,1250,COMP,Reservada,CLORIDRATO DE CIPROFLOXACINO 500MG,,,
507,750,COMP,Reservada,CLORIDRATO DE CLOMIPRAMINA 25MG,,,
508,250,COMP,Reservada,"CLORIDRATO DE CLONIDINA 0,150 MG",,,
509,250,COMP,Reservada,"CLORIDRATO DE CLONIDINA 0,200 MG",,,
510,50,AMP,Reservada,"CLORIDRATO DE CLORPROMAZINA 25 MG/ 5 ML SOL.INJETÁVEL - AMP. 5 ML",,,
511,500,CP,Reservada,CLORIDRATO DE DILTIAZEN 60MG,,,
512,250,CP,Reservada,CLORIDRATO DE DILTIAZEN 90MG,,,
513,12,AMP,Reservada,"CLORIDRATO DE DOBUTAMINA 12,5 MG",,,
514,500,COMP,Reservada,CLORIDRATO DE DOXICICLINA 100MG,,,
515,2000,COMP,Reservada,"CLORIDRATO DE DULOXETINA 30 MG CAPSULA DURA LIB.RETARD",,,
516,1500,COMP,Reservada,"CLORIDRATO DE DULOXETINA COM 60 MG CAP DURA LIBRETARD",,,
517,500,COMP,Reservada,CLORIDRATO DE FENAZOPIRIDINA 100MG,,,
518,2500,COMP,Reservada,CLORIDRATO DE FLUOXETINA 20MG,,,
519,6250,CP,Reservada,CLORIDRATO DE HIDRALAZINA 25 MG,,,
520,3750,COMP,Reservada,CLORIDRATO DE HIDRALAZINA 50MG,,,
521,3250,COMP,Reservada,CLORIDRATO DE IMIPRAMINA 25MG,,,
522,125,FRC,Reservada,"CLORIDRATO DE LEVOMEPROMAZINA 40 MG/ML SOLUÇÃOORAL - FRC C/ 20 ML",,,
523,3750,COMP,Reservada,CLORIDRATO DE LEVOMEPROMAZINE 100 MG,,,
524,2000,COMP,Reservada,CLORIDRATO DE LEVOMEPROMAZINE 25 MG,,,
525,25,TB,Reservada,CLORIDRATO DE LIDOCAINA 2% GELÉIA COM 30 G,,,
526,25,AMP,Reservada,"CLORIDRATO DE LIDOCAINA 2% INJETÁVEL SEM VASOCONSTRITOR FRASCO 20ML",,,
527,750,COMP,Reservada,CLORIDRATO DE MECLIZINA 25 MG,,,
528,750,COMP,Reservada,CLORIDRATO DE MECLIZINA 50 MG,,,
529,1250,COMP,Reservada,CLORIDRATO DE MEMANTINA 10 MG,,,
530,250,AMP,Reservada,"CLORIDRATO DE METOCLOPRAMIDA 5MG/ML SOL.INJETAVEL - AMP. C/ 2ML",,,
531,2500,COMP,Reservada,CLORIDRATO DE NEBIVOLOL 5 MG,,,
532,50,AMP,Reservada,CLORIDRATO DE ONDANSETRONA 4MG AMPOLA 2ML,,,
533,500,COMP,Reservada,CLORIDRATO DE PIOGLITAZONA 30 MG,,,
534,750,COMP,Reservada,CLORIDRATO DE PROPAFENONA 300MG,,,
535,565,COMP,Reservada,CLORIDRATO DE SAXAGLIPTINA 5 MG,,,
536,15000,CP,Reservada,CLORIDRATO DE SERTRALINA 50 MG,,,
537,250,CP,Reservada,CLORIDRATO DE SOTALOL 120MG,,,
538,250,COMP,Reservada,CLORIDRATO DE SOTALOL 160MG,,,
539,2500,COMP,Reservada,CLORIDRATO DE TRAMADOL 100MG,,,
540,250,AMP,Reservada,CLORIDRATO DE TRAMADOL 100MG INJ. - AMP. C/ 2 ML,,,
541,1750,CP,Reservada,CLORIDRATO DE TRAMADOL 50MG,,,
542,500,COMP,Reservada,CLORIDRATO DE VENLAFAXINA 150MG,,,
543,750,COMP,Reservada,CLORIDRATO DE VENLAFAXINA 75MG,,,
544,1400,COMP,Reservada,CLORIDRATO DE VILDAGLIPTINA 50 MG,,,
545,1500,CP,Reservada,"CLORTALIDONA 12,5 MG",,,
546,1500,CP,Reservada,CLORTALIDONA 25MG,,,
547,1000,COMP,Reservada,CLORTALIDONA 50MG,,,
548,500,AMP,Reservada,COMPLEXO B INJETÁVEL - AMPOLA COM 2 ML,,,
549,250,COMP,Reservada,COMPLEXO DE HIDÓXIDO DE FERRO III 100 MG,,,
550,9000,CP,Reservada,CUMARINA 15 MG + TROXERRUTINA 90 MG,,,
551,62,TB,Reservada,"CUMARINA 5 MG/ML, HEPARINA SÓDICA 50 UI/ML CREMECOM 240 ML",,,
552,625,COMP,Reservada,DAPAGLIFLOZINA 10 MG,,,
553,375,COMP,Reservada,"DAPAGLIFLOZINA 5 MG,CLORIDRATO DE METFORMINA1000 MG",,,
554,125,FRC,Reservada,"DELTAMETRINA  0,2 MG/ML SHAMPOO  - FRC C/ 100 ML",,,
555,1250,COMP,Reservada,"DEPAKOTE SPRINKLE - DIVALPROATO DE SÓDIO 125MG (ÉNECESSÁRIO O MEDICAMENTO ÉTICO)",,,
556,100,FRC,Reservada,"DESLORATADINA 0,5 MG COM 60 ML",,,
557,1000,AMP,Reservada,"DEXAMETASONA 4 MG INJETÁVEL AMP. COM 2,5 ML",,,
558,500,COMP,Reservada,DEXAMETASONA 4MG,,,
559,300,FRC,Reservada,"DEXAMETASONA ELIXIR 0,5 MG/ 5 ML SOL ORAL-FRC C/120ML",,,
560,12,FRC,Reservada,"DEXAMETASONA MICRONIZADA BIFÁSICA 0,001 G,SULFATODE NEOMICINA 0,005 G,SULFATO DE POLIMIXINA B 6000UI,HIPROMELOSE 0,005 G,COLÍRIO COM 5 ML",,,
561,62,FRC,Reservada,"DEXTRANA 70 0,1%, HIPROMELOSE 0,3% SOLUÇÃOOFTÁLMICA LUBRIFICANTE ESTÉRIL - FRC C/ 15 ML",,,
562,3750,COMP,Reservada,DIACEREÍNA 50MG,,,
563,125,AMP,Reservada,DIAZEPAN 10 MG INJETÁVEL - AMP. C/ 2 ML,,,
564,500,TB,Reservada,"DICLOFENACO DIETILAMÔNIO 11,6 MG/G GEL CREME 60 G",,,
565,3500,CP,Reservada,DICLOFENACO POTÁSSICO 50 MG,,,
566,3500,COMP,Reservada,DICLOFENACO SÓDICO 50MG,,,
567,500,AMP,Reservada,DICLOFENACO SÓDICO 75 MG INJETAVEL - AMP. C/ 3 ML,,,
568,1250,CP,Reservada,DICLORIDRATO DE FLUNARIZINA 10 MG,,,
569,300,CP,Reservada,DICLORIDRATO DETRIMETAZIDINA 35 MG,,,
570,250,AMP,Reservada,"DIMENIDRATO 30 MG + CLORIDRATO DE PIRIDOXINA 50 MG+ GLICOSE 1.000 MG + FRUTOSE 1.000 MG/ 10 ML",,,
571,500,CP,Reservada,DIMENIDRATO 50 MG + PIRIDOXINA 10 MG,,,
572,750,AMP,Reservada,"DIMENIDRATO 50 MG/ML + CLORIDRATO DE PIRIDOXINA50 MG/ML AMP. C/ 1 ML",,,
573,6,FRC,Reservada,DIMETILPOLISILOXANE OPHTALMUS (COLÍRIO),,,
574,12500,COMP,Reservada,DIOSMINA 450 MG + HESPERIDINA 50 MG,,,
575,250,FRC,Reservada,DIPIRONA 500 MG/ML GOTAS  - FR C/ 10 ML,,,
576,1000,AMP,Reservada,DIPIRONA 500 MG/ML INJETÁVEL AMP. COM 2 ML,,,
577,2500,COMP,Reservada,DIPIRONA SÓDICA 500 MG,,,
578,75,FLAC,Reservada,"DIPROPIONATO DE BECLOMETASONA 400 MCG/1 ML -AMPOLA C/ 2 ML",,,
579,62,TB,Reservada,"DIPROPIONATO DE BETAMETASONA 0,64 + SULFATO DEGENTAMICINA 1 G - TB C/ 30 GR POMADA",,,
580,250,AMP,Reservada,"DIPROPIONATO DE BETAMETASONA 5 MG + FOSFATODISSÓDICO DE BETAMETASONA 2 MG - AMP. C/ 1 ML",,,
581,500,COMP,Reservada,DIVALPROATO DE SÓDIO 250MG,,,
582,1125,COMP,Reservada,DIVALPROATO DE SÓDIO ER 500MG,,,
583,300,COMP,Reservada,DOBESILATO DE CÁLCIO 500MG,,,
584,6250,CP,Reservada,DOMPERIDONA 10 MG,,,
585,75,FRC,Reservada,DOMPERIDONA SUSPENÇÃO 1MG/ML FR C/ 100 ML,,,
586,300,COMP,Reservada,EMPAGLIFLOZINA 25 MG,,,
587,250,AMP,Reservada,"ENANTATO DE NORETISTERONA 50 MG/ML + VALERATODE ESTRADIOL 5 MG/ML INJETÁVEL",,,
588,750,CP,Reservada,ESOMEPRAZOL 20 MG,,,
589,750,COMP,Reservada,ESOMEPRAZOL 40 MG,,,
590,625,COMP,Reservada,ESPIRONOLACTONA 100MG,,,
591,2500,COMP,Reservada,ESPIRONOLACTONA 25MG,,,
592,1750,COMP,Reservada,ESPIRONOLACTONA 50MG,,,
593,1250,COMP,Reservada,"EXTRATO SECO DE MELILOTUS OFFICINALIS LAM.26,7 MG",,,
594,125,AMP,Reservada,FENITOÍNA 50 MG/ML INJETAVEL - AMP. C/ 5 ML,,,
595,125,AMP,Reservada,FENOBARBITAL 200 MG INJETAVEL - AMP. C/ 1 ML,,,
596,100,AMP,Reservada,"FERRIPOLIMALTOSE 100 MG/2ML - INJETÁVELINTRAMUSCULAR AMPOLA COM 2ML",,,
597,2000,COMP,Reservada,FINASTERIDA 5MG,,,
598,50,AMP,Reservada,FITOMENADIONA 10 MG/ML,,,
599,625,COMP,Reservada,FLUCONAZOL 150MG,,,
600,1250,COMP,Reservada,FLUVOXAMINA MALEATO 100 MG,,,
601,1250,COMP,Reservada,"FLUVOXAMINA, MALEATO 50 MG",,,
602,7500,CP,Reservada,FOSFATO DE CODEÍNA 30MG + PARACETAMOL 500 MG,,,
603,300,COMP,Reservada,"FOSFATO DE SITAGLIPTINA + CLORIDRATO DEMETMORFINA 50/850MG",,,
604,750,COMP,Reservada,FOSFATO DE SITAGLIPTINA 25MG,,,
605,750,COMP,Reservada,FOSFATO DE SITAGLIPTINA 50MG,,,
606,600,COMP,Reservada,"FOSFATO DE SITAGLIPTINA 50MG + CLORIDRATO DEMETFORMINA 1000MG",,,
607,500,COMP,Reservada,"FOSFATO DISSÓDICO CITIDINA 2,5MG + TRIFOSFATOTRISSÓDICO DE URIDINA 1,5MG+ ACET.HIDROXICOBALAMINA 1MG",,,
608,12,FRC,Reservada,"FOSFATO DISSÓDICO DE DEXAMETASONA 1,5MG + SULFATODE NEOMICINA 3,5MG - FRASCO DE 5ML",,,
609,500,AMP,Reservada,"FOSFATO DISSÓDICO DE DEXAMETASONA 4 MG +CIANOCOBALAMINA 5000 MCG AMP 1 ML + CLORIDRATO DETIAMINA 100 MG + CLORIDRATO DE PIRIDOXINA 100 MGAMP 1 ML  - CX C/ 3 AMP I+ 3 AMP II",,,
610,250,FRC,Reservada,"FOSFATO SÓDICO DE PREDNISOLONA 3 MG/ML -  XAROPE100 ML",,,
611,3750,COMP,Reservada,"FUMARATO DE BISOPROLOL 2,5 MG",,,
612,7500,COMP,Reservada,FUMARATO DE BISOPROLOL 5 MG,,,
613,75,FRC,Reservada,"FUMARATO DE FLUTICASONA 27,5MCG SPRAY NASAL -CONTENDO 120 DOSES",,,
614,12,CX,Reservada,"FUMARATO DE FORMOTEROL DI-HIDRATADO 12 MCG,BUDESONIDA 400 MCG COM 60 CÁPSULAS E COM INALADOR",,,
615,62,TB,Reservada,FUROATO DE MOMETASONA 1 MG CREME COM 20 GRAMAS,,,
616,750,AMP,Reservada,FUROSEMIDA 10 MG/ML COM 2 ML,,,
617,750,COMP,Reservada,GABAPENTINA 300 MG,,,
618,125,COMP,Reservada,GABAPENTINA 400 MG,,,
619,3750,CP,Reservada,GLICAZIDA MR 30 MG,,,
620,2000,COMP,Reservada,GLICAZIDA MR 60 MG,,,
621,12,AMP,Reservada,GLICONATO DE CÁLCIO 10% - AMPOLA COM 10ML,,,
622,500,AMP,Reservada,GLICOSE 25% INJETÁVEL - C/ 10 ML,,,
623,3000,CP,Reservada,GLIMEPIRIDA 2 MG,,,
624,1250,CP,Reservada,HALOPERIDOL 01MG,,,
625,12,AMP,Reservada,HALOPERIDOL 5MG/ML INJETAVEL,,,
626,12,AMP,Reservada,HEMITARTARATO DE EPINEFRINA 1 MG/ML COM 1 ML,,,
627,2000,COMP,Reservada,HEMITARTARATO DE ZOLPIDEM 10MG,,,
628,125,AMP,Reservada,"HIDROCORTISONA 100 MG - AMPOLA INJETÁVEL - DIL COM2 ML",,,
629,250,AMP,Reservada,"HIDROCORTISONA 500 MG - AMPOLA INJETÁVEL - DIL C/ 4ML",,,
630,75,FRC,Reservada,"HIDROXIDO DE ALUMINIO 6,2% SUSPENSÃO ORAL - FRASCOCOM 150ML",,,
631,5,FRC,Reservada,"HIDROXIPROPIL GUAR 8A,POLIETILENOGLICOL 400,ÁCIDOBÓRICO PROPILENOGLICOL,SORBITOL CLORETO DESÓDIO,CLORETO DE POTÁSSIO,POLIQUATERNIUM-1,AMINOMETILPROPANOL HIDRÓXIDO DE SÓDIO E /OUACIDO CLORÍDICO E ÁGUA PURIFICADA-FRASCO PLÁSTICOCONTA GOTAS 10 ML",,,
632,1500,FRC,Reservada,IBUPROFENO 100 MG GOTAS 20ML,,,
633,3750,CP,Reservada,IBUPROFENO 600MG,,,
634,750,CP,Reservada,"INDAPAMIDA 1,5MG",,,
635,12,FRC,Reservada,INSULINA ASPARTE 100U/ML FRASCO COM 10 ML,,,
636,12,FRC,Reservada,"INSULINA DEGLUDECA 100 UI/ML + LIRAGLUTIDA3,6MG/ML - COM 3MG",,,
637,25,FRC,Reservada,INSULINA DEGLUDECA 100 UI/ML COM 3 ML+1 APLICADOR,,,
638,25,FRC,Reservada,INSULINA DEGLUDECA 100UI/ML CANETA 3 ML,,,
639,25,FRC,Reservada,INSULINA DETEMIR 100U/ML FRASCO COM 3ML,,,
640,12,FRC,Reservada,INSULINA GLARGINA 100 U/ ML FRASCO COM 10 ML,,,
641,25,FRC,Reservada,"INSULINA LISPRO SOLUÇÃO INJETÁVEL 100 UI/ML FRASCOCOM 10 ML",,,
642,250,CP,Reservada,IVERMECTINA 6 MG,,,
643,1000,COMP,Reservada,LACTASE 9.000FCC,,,
644,125,FRC,Reservada,LACTULOSE 667 MG/ML - FRASCO COM 120 ML,,,
645,1500,COMP,Reservada,LAMOTRIGINA 100 MG,,,
646,2500,COMP,Reservada,LAMOTRIGINA 25 MG,,,
647,2500,CP,Reservada,LAMOTRIGINA 50 MG,,,
648,1500,COMP,Reservada,LANSOPRAZOL 30 MG,,,
649,1250,COMP,Reservada,LEVETIRACETAM 250 MG,,,
650,1250,COMP,Reservada,LEVETIRACETAM 750MG - KEPPRA,,,
651,2000,COMP,Reservada,LEVODOPA 200 MG + CLORIDRATO DE BENSERAZIDA 50 MG,,,
652,1000,COMP,Reservada,LEVOFLOXACINO 500 MG,,,
653,3000,CP,Reservada,LEVOTIROXINA SÓDICA 100 MCG,,,
654,3000,COMP,Reservada,LEVOTIROXINA SÓDICA 25 MCG,,,
655,3500,COMP,Reservada,LEVOTIROXINA SÓDICA 50 MCG,,,
656,3500,COMP,Reservada,LEVOTIROXINA SÓDICA 75 MCG,,,
657,12,FRC,Reservada,"LIDOCAINA, SULFATO DE NEOMICINA, HIALURONIDASE -FRC/ 8 ML + 1 AMPOLA - OTOLÓGICO",,,
658,300,COMP,Reservada,LINAGLIPTINA 5 MG,,,
659,600,COMP,Reservada,LOXOPROFENO SÓDICO 60 MG,,,
660,125,FRC,Reservada,"MALEATO DE DEXCLORFENIRAMINA 2 MG, BETAMETASONA0,5ML  XAROPE FRASCO COM 120 ML",,,
661,250,FRC,Reservada,"MALEATO DE DEXCLORFENIRAMINA XAROPE 2MG/5ML -FRC C/ 100 ML",,,
662,125,COMP,Reservada,MELOXICAM 15 MG,,,
663,2500,CP,Reservada,MESILATO DE DOXAZOSINA 2 MG,,,
664,1500,CP,Reservada,MESILATO DE DOXAZOSINA 4MG,,,
665,250,CP,Reservada,"MESILATO DE DÜDROERGOCRISTINA 3 MG + DICLORIDRATODE FLUNARIZINA 10 MG",,,
666,12,AMP,Reservada,MIDAZOLAN 15 MG COM 3 ML,,,
667,300,COMP,Reservada,MIRTAZAPINA 30 MG,,,
668,2500,COMP,Reservada,MONIDRATO DE ISOSSORBIDA 20 MG,,,
669,500,COMP,Reservada,MONIDRATO DE ISOSSORBIDA 5 MG  SUB LINGUAL,,,
670,250,CP,Reservada,MONTELUCASTE DE SÓDIO 10 MG,,,
671,250,COMP,Reservada,MONTELUCASTE DE SÓDIO 5 MG,,,
672,250,COMP,Reservada,MONTELUCASTE SODICO 4 MG,,,
673,500,SACHE,Reservada,MONTELUCASTE SÓDICO 4 MG SACHE,,,
674,2500,COMP,Reservada,NIFEDIPINO 20MG,,,
675,375,COMP,Reservada,NIFEDIPINO RETARD 20MG,,,
676,3750,COMP,Reservada,NIMESULIDA 100MG,,,
677,250,FRC,Reservada,NIMESULIDA 50 MG/ML -  GOTAS COM 15 ML,,,
678,750,COMP,Reservada,NIMODIPINA 30MG,,,
679,1500,TB,Reservada,"NISTATINA 100.000 UI/G+ÓXIDO DE ZINCO 20 MG/GPOMADA 60G",,,
680,250,TB,Reservada,"NISTATINA 25.000 UI/G CREME VAGINAL - TB C/ 60 G + 10APLICADORES",,,
681,250,FRC,Reservada,NISTATINA SUSPENSÃO ORAL 100.000 UI - FRASCO C/ 50ML,,,
682,300,CP,Reservada,NITRAZEPAM 5MG,,,
683,750,COMP,Reservada,NITRENDIPINO 10 MG,,,
684,1750,CP,Reservada,NORFLOXACINO 400 MG,,,
685,125,FRC,Reservada,ÓLEO MINERAL - FR C/ 100 ML,,,
686,250,COMP,Reservada,OLMESARTANA MEDOXOMILA 20 MG,,,
687,250,COMP,Reservada,"OLMESARTANA MEDOXOMILA 20 MG +HIDROCLOROTIAZIDA 12,5 MG",,,
688,250,COMP,Reservada,"OLMESARTANA MEDOXOMILA 40 MG BESILATO DEANLODIPINO 5 MG",,,
689,250,COMP,Reservada,"OLMESARTANA MEDOXOMILA 40 MG,HIDROCLOROTIAZIDA12,5 MG",,,
690,20000,COMP,Reservada,OMEPRAZOL 20MG,,,
691,250,AMP,Reservada,OMEPRAZOL 40 MG PÓ LIOFILO + SOL DILUENTE 10ML,,,
692,175,COMP,Reservada,"OMEPRAZOL MAGNÉSIO - LOSEC MUPS 10 MG ( NECESSÁRIOO MEDICAMENTO ÉTICO)",,,
693,250,COMP,Reservada,ONDANSETRONA 4MG CPD SUB LINGUAL,,,
694,50,AMP,Reservada,ONDANSETRONA 8MG AMPOLA 2ML,,,
695,250,COMP,Reservada,ONDANSETRONA 8MG CPD SUB LINGUAL,,,
696,1250,COMP,Reservada,OXALATO DE ESCITALOPRAM 10 MG,,,
697,25,FRC,Reservada,"OXALATO DE ESCITALOPRAM SOLUÇÃO ORAL 20 MG/MLCOM 15 ML",,,
698,1250,COMP,Reservada,OXALATO DE ESCITALOPRAN 15 MG,,,
699,2000,COMP,Reservada,OXALATO DE ESCITALOPRAN 20 MG,,,
700,2000,CP,Reservada,OXCARBAMAZEPINA 300 MG,,,
701,750,COMP,Reservada,OXCARBAMAZEPINA 600 MG,,,
702,1250,TB,Reservada,"PALMITATO DE RETINOL (VITAMINA A) 5.000 UI +COLECALCIFEROL (VITAMINA D) 900 UI + ÓXIDO DE ZINCO150 MG - TUBO COM 45 GRS",,,
703,350,COMP,Reservada,PANTOPRAZOL 20MG,,,
704,350,CP,Reservada,PANTOPRAZOL 40 MG,,,
705,750,CP,Reservada,"PARACETAMOL 300 MG + CARISOPRODOL 125 MG +DICLOFENACO SÓDICO 50 MG + CAFEÍNA 30 MG",,,
706,6250,CP,Reservada,PARACETAMOL 500 MG,,,
707,750,CP,Reservada,PAROXETINA 20 MG,,,
708,250,COMP,Reservada,PAROXETINA CR 25MG,,,
709,300,COMP,Reservada,PENTOXIFILINA 400MG,,,
710,7,FRC,Reservada,"PERICIAZINA SOLUÇÃO ORAL 4% (1MG/GOTA)  - FRC C/ 20ML",,,
711,250,COMP,Reservada,PIROXICAM 20MG,,,
712,150,COMP,Reservada,PITAVASTATINA CÁLCICA 2MG,,,
713,2500,COMP,Reservada,POLIVITAMINICO DO COMPLEXO B,,,
714,3750,CP,Reservada,POLIVITAMINICO E SAIS MINERAIS,,,
715,62,FRC,Reservada,"POLIVITAMINICO, POLIMINERAIS E VITAMINA  -  FRASCOCOM 240 ML",,,
716,500,CP,Reservada,PRAVASTATINA 40 MG,,,
717,1250,COMP,Reservada,PREDNISOLONA 20 MG,,,
718,1250,CP,Reservada,PREDNISONA 20 MG,,,
719,1250,CP,Reservada,PREDNISONA 5 MG,,,
720,750,COMP,Reservada,PREGABALINA 150 MG,,,
721,750,COMP,Reservada,PREGABALINA 75 MG,,,
722,500,COMP,Reservada,"PROGESTERONA MICRONIZADA 200 MG - CAPSULAGELATINOSA",,,
723,125,AMP,Reservada,"PROMETAZINA 25 MG/ML SOLUÇÃO INJETAVEL - AMPOLAC/ 2 ML",,,
724,3750,COMP,Reservada,PROPATILNITRATO 10MG,,,
725,50,TB,Reservada,"PROPIONATO DE CLOBETASOL 0,5 MG/G POMADA C/ 30 G",,,
726,1250,CP,Reservada,RAMIPRIL 5MG,,,
727,125,FRC,Reservada,RIFAMICINA 10 MG/ML SPRAY COM 20 ML,,,
728,150,COMP,Reservada,RISPERIDONA 01MG,,,
729,150,COMP,Reservada,RISPERIDONA 02MG,,,
730,100,FRC,Reservada,RISPERIDONA 1 MG/ML SOL ORAL C/ 30 ML,,,
731,300,COMP,Reservada,RIVAROXABANA 10 MG,,,
732,700,COMP,Reservada,RIVAROXABANA 15 MG,,,
733,1400,COMP,Reservada,RIVAROXABANA 20 MG,,,
734,1500,COMP,Reservada,ROSUVASTATINA CÁLCICA 10 MG,,,
735,750,COMP,Reservada,ROSUVASTATINA CÁLCICA 20 MG,,,
736,1250,COMP,Reservada,ROSUVASTATINA CÁLCICA 5MG,,,
